student_id,age,gender,socioeconomic_status,region,total_logins,weekly_login_count,avg_session_duration,resource_click_count,forum_posts,quiz_attempts_count,video_watch_completion_rate,daily_internet_usage_mins,edu_sites_visit_count,nonedu_sites_visit_count,peak_usage_time,tab_switch_count,total_classes,classes_attended,assignment_score_avg,quiz_score_avg,midterm_exam_score,final_exam_score,attendance_percentage,overall_performance_score,performance_label
S1888,19,Female,High,West,50,5,57.07803030690093,49.0,1,3,0.53,207.0,18,11,Afternoon,1,60,59,95.0,99.4,88.7,93.6,98.33,93.57,High
S1992,24,Female,Medium,South,49,9,42.412630981712056,69.0,1,1,0.31,163.0,19,8,Afternoon,3,60,58,85.7,97.0,95.3,85.3,96.67,90.72,High
S0518,22,Female,Medium,South,17,2,38.73684723816993,58.0,5,2,0.36,232.0,16,10,Afternoon,14,60,41,41.0,43.9,55.1,50.2,68.33,48.57,Low
S1985,18,Male,High,South,45,4,34.53622940724044,54.0,4,3,0.41,123.0,21,10,Morning,9,60,55,97.5,95.3,87.4,98.8,91.67,94.42,High
S1070,18,Female,Medium,East,26,9,29.25132387525347,74.0,3,2,0.97,179.0,24,6,Afternoon,12,60,47,71.1,74.5,71.1,65.8,78.33,70.19,Medium
S0477,17,Male,Low,West,13,8,40.672261164116115,59.0,4,2,0.31,111.0,20,7,Morning,13,60,30,47.3,39.3,34.1,59.5,50.0,45.4,Low
S0158,18,Male,Low,East,6,6,53.28229690184623,40.0,2,4,0.97,218.0,17,8,Evening,5,60,32,59.2,58.4,50.0,42.8,53.33,51.36,Low
S1244,17,Male,Medium,West,40,8,43.38310891974939,32.0,1,3,0.63,156.0,26,14,Night,4,60,45,68.0,71.6,66.4,65.3,75.0,67.43,Medium
S1196,19,Male,Low,South,28,2,56.859082554298624,69.0,4,1,0.41,192.0,23,12,Afternoon,10,60,50,73.9,62.5,78.9,69.9,83.33,71.92,Medium
S0017,20,Male,Medium,East,17,4,43.59624941094663,22.0,1,1,0.93,176.0,23,13,Night,8,60,42,41.0,53.0,32.1,36.7,70.0,39.44,Low
S1536,22,Female,Medium,North,57,3,50.95040372719064,38.0,2,4,0.96,245.0,18,11,Night,10,60,57,94.5,95.0,96.0,87.3,95.0,92.89,High
S1073,23,Female,Medium,East,36,2,48.3914168620787,55.0,2,4,0.74,145.0,16,13,Morning,13,60,52,68.9,64.0,76.3,67.5,86.67,69.72,Medium
S1972,20,Female,High,East,56,5,48.273861905030344,23.0,3,2,0.35,188.0,22,9,Night,14,60,59,93.5,98.9,96.8,92.0,98.33,95.12,High
S0547,21,Male,Medium,West,5,7,29.369656934287462,43.0,3,3,0.92,135.0,13,8,Afternoon,3,60,36,57.6,59.1,36.3,52.8,60.0,50.07,Low
S1540,23,Male,Low,West,47,9,53.275371010925994,40.0,1,4,0.94,177.0,24,14,Evening,10,60,59,85.8,97.3,86.2,87.7,98.33,88.79,Medium
S0659,20,Female,Low,West,13,9,44.52629297455564,72.0,2,4,0.39,118.0,21,13,Afternoon,3,60,37,46.8,51.5,34.5,57.6,61.67,47.29,Low
S1626,23,Female,Low,West,50,7,35.27372916688017,10.0,5,4,0.7,106.0,21,3,Night,6,60,55,97.4,97.5,98.7,92.2,91.67,96.25,High
S1020,20,Male,Low,West,40,6,49.0030609315482,90.0,3,3,0.73,114.0,25,9,Night,12,60,47,68.7,63.1,72.5,66.7,78.33,68.12,Low
S1663,22,Male,Medium,South,56,4,47.36993061088489,97.0,3,4,0.31,148.0,19,6,Morning,1,60,56,98.5,87.6,85.5,94.3,93.33,91.16,High
S1505,23,Male,Low,West,51,2,41.097917345913956,88.0,3,1,0.61,149.0,15,6,Evening,12,60,57,92.5,83.4,86.0,91.0,95.0,88.28,High
S0960,19,Male,High,South,33,7,52.561151761751816,58.0,5,3,0.56,172.0,18,7,Night,8,60,46,69.2,74.2,76.2,70.4,76.67,72.66,Medium
S1882,23,Female,Medium,North,57,4,37.09615780797685,17.0,1,2,0.96,176.0,20,9,Evening,10,60,59,87.5,86.3,98.7,94.4,98.33,92.69,High
S0284,23,Female,High,North,15,8,33.977302595441444,42.0,3,4,0.47,218.0,17,7,Morning,9,60,34,50.8,40.6,55.8,41.0,56.67,47.32,Low
S0798,23,Male,Low,South,9,5,29.052440418366675,83.0,2,4,0.4,178.0,22,9,Evening,1,60,34,50.3,40.6,35.6,41.9,56.67,41.43,Low
S1627,19,Male,High,South,49,2,40.51783660296481,45.0,3,2,0.82,246.0,16,12,Morning,1,60,56,99.7,98.6,96.6,93.5,93.33,96.69,High
S0226,18,Female,Medium,South,20,1,36.550585614065035,94.0,4,2,0.95,62.0,20,7,Afternoon,5,60,34,47.3,46.2,36.0,37.8,56.67,40.84,Low
S0027,22,Male,Medium,North,24,9,55.12637409644071,12.0,6,2,0.99,200.0,19,14,Afternoon,10,60,44,46.1,54.2,43.5,38.3,73.33,44.6,Low
S1771,23,Female,Low,South,46,7,47.93823802512844,63.0,2,3,0.58,269.0,24,7,Evening,10,60,56,99.5,87.3,86.9,91.9,93.33,91.0,High
S0438,24,Female,Medium,North,7,4,34.044806111544375,54.0,2,1,0.33,232.0,26,7,Evening,8,60,33,56.6,33.0,31.6,56.0,55.0,44.2,Low
S1949,21,Female,Medium,South,54,7,34.85831763856986,13.0,2,1,0.52,249.0,19,7,Morning,11,60,57,88.0,96.4,89.1,98.4,95.0,93.13,High
S1389,20,Male,High,South,30,2,,,1,2,0.76,,22,8,Afternoon,2,60,52,76.7,,71.6,71.7,86.67,72.23,Medium
S0230,21,Male,High,South,18,3,,,2,2,0.83,,16,9,Morning,13,60,37,52.8,,37.2,59.6,61.67,45.7,Low
S0038,17,Male,Medium,East,14,7,50.82737583173864,13.0,1,2,0.34,101.0,23,11,Morning,2,60,36,54.6,33.5,33.8,59.5,60.0,45.61,Low
S0750,18,Female,Medium,East,17,1,42.27455278638191,14.0,5,1,0.33,214.0,17,16,Night,2,60,39,53.5,55.8,48.7,40.8,65.0,48.71,Low
S1046,19,Male,Low,North,37,5,51.91705113607988,42.0,1,1,0.7,161.0,14,11,Afternoon,4,60,48,78.7,73.1,73.6,79.9,80.0,76.41,Medium
S1399,17,Female,Low,South,26,7,40.055073981178516,77.0,1,4,0.73,209.0,26,8,Evening,4,60,51,72.1,71.9,66.1,69.6,85.0,69.51,Medium
S0470,20,Female,Low,West,8,8,40.22589293807199,93.0,6,1,0.38,228.0,15,9,Morning,6,60,36,57.4,39.4,45.7,52.1,60.0,48.7,Low
S1693,19,Female,Medium,South,58,1,36.689326033778954,67.0,4,1,0.6,212.0,21,6,Night,14,60,57,98.0,85.7,88.2,89.4,95.0,90.02,High
S1968,21,Female,High,North,47,9,35.25499184863531,44.0,3,3,0.72,205.0,20,17,Afternoon,9,60,56,97.1,94.4,93.5,85.3,93.33,91.94,High
S0688,21,Male,Medium,North,5,3,51.46006187114551,30.0,3,1,0.82,225.0,17,11,Evening,11,60,37,43.2,41.9,45.8,57.0,61.67,47.86,Low
S1844,18,Male,Low,North,46,2,33.35152949203291,55.0,1,4,0.48,259.0,13,13,Morning,2,60,59,89.6,93.4,93.2,85.1,98.33,90.09,High
S0640,24,Male,Medium,South,5,3,54.00533077331592,95.0,1,3,0.87,60.0,18,8,Afternoon,12,60,41,55.3,57.2,31.9,57.8,68.33,49.41,Low
S1713,18,Female,Low,West,52,2,40.17980465029643,17.0,1,1,0.69,273.0,25,14,Evening,3,60,58,98.9,86.5,95.9,99.7,96.67,95.76,High
S1219,19,Female,Low,West,40,6,50.73433791687982,63.0,3,2,0.39,136.0,18,11,Night,9,60,50,74.0,68.3,78.8,76.9,83.33,75.17,Medium
S1159,20,Female,Low,South,39,6,54.52590507952045,97.0,4,3,0.52,150.0,24,5,Evening,12,60,47,78.5,71.3,71.3,67.8,78.33,71.69,Medium
S1416,21,Male,Medium,South,49,3,31.24380726779013,40.0,4,4,0.33,229.0,19,11,Evening,5,60,57,99.4,97.7,99.7,92.1,95.0,96.96,High
S1528,21,Female,Medium,West,55,2,21.571057858377504,41.0,5,4,0.45,259.0,21,9,Evening,9,60,55,93.9,85.7,98.7,92.6,91.67,93.31,High
S1656,20,Female,Low,South,49,8,55.43346735810787,93.0,3,1,0.44,124.0,13,17,Night,10,60,55,90.5,83.8,91.3,99.4,91.67,92.07,High
S1301,17,Female,Medium,North,25,1,48.18500852998173,62.0,4,3,0.78,151.0,21,6,Night,10,60,54,78.9,69.5,75.2,65.8,90.0,71.98,Medium
S1823,18,Male,Medium,North,57,3,49.01621322691962,52.0,3,1,0.99,126.0,14,9,Afternoon,6,60,58,91.6,83.5,97.2,99.3,96.67,93.97,High
S0801,17,Male,Medium,North,36,6,44.7004535387347,59.0,6,2,0.49,95.0,21,5,Night,7,60,48,66.5,67.8,66.1,72.7,80.0,68.5,Medium
S1604,23,Female,Medium,West,49,7,68.25068581791976,83.0,0,4,0.98,207.0,21,12,Morning,1,60,56,97.8,95.8,85.3,93.6,93.33,92.39,High
S0161,23,Male,Low,South,17,4,43.500592809208904,41.0,2,1,0.43,203.0,26,10,Evening,6,60,44,48.7,38.5,47.9,38.9,73.33,43.48,Low
S0957,20,Male,Low,East,41,9,55.21658728197938,98.0,2,2,0.76,157.0,12,9,Night,6,60,53,72.1,61.8,75.6,74.6,88.33,71.84,Medium
S1187,22,Male,Low,West,36,3,46.48942796241288,90.0,4,4,0.93,163.0,27,10,Night,7,60,53,79.9,67.0,65.2,66.1,88.33,68.77,Medium
S0822,18,Female,Medium,South,38,4,35.36500939483948,67.0,1,3,0.6,224.0,14,9,Morning,11,60,45,76.4,64.3,65.1,78.2,75.0,71.13,Medium
S1682,22,Female,Medium,North,57,4,49.513607190363594,48.0,2,4,0.69,162.0,26,7,Morning,3,60,55,95.0,85.4,87.0,95.9,91.67,90.95,High
S0878,17,Male,Low,East,32,1,28.32216539452522,26.0,4,1,0.46,144.0,20,11,Afternoon,3,60,47,77.7,63.3,73.0,68.2,78.33,70.56,Medium
S0914,22,Female,High,East,29,6,49.778789360960516,47.0,5,3,0.88,248.0,18,10,Morning,7,60,52,78.9,67.7,66.7,76.8,86.67,72.37,Medium
S0153,17,Male,Low,North,7,1,38.85676855903706,46.0,4,4,0.38,211.0,18,9,Morning,5,60,34,51.7,51.5,53.2,38.4,56.67,48.12,Low
S1871,24,Male,Low,West,50,9,50.04095674643426,15.0,4,3,0.52,97.0,20,7,Morning,8,60,57,89.5,97.1,95.4,96.6,95.0,94.92,High
S1777,18,Female,Low,East,48,8,42.43926112643495,16.0,2,4,0.92,73.0,22,15,Afternoon,11,60,57,90.8,97.7,90.1,90.7,95.0,91.94,High
S0510,18,Female,High,East,23,3,29.343519683944038,64.0,5,3,0.44,152.0,25,12,Morning,6,60,36,43.4,40.1,52.6,51.6,60.0,47.96,Low
S1136,20,Female,Low,East,26,3,41.15417556279787,39.0,5,4,0.73,185.0,22,8,Morning,6,60,49,78.6,69.1,76.2,77.8,81.67,75.74,Medium
S1251,19,Male,High,West,32,8,34.333466310812256,26.0,5,3,0.91,132.0,16,14,Evening,10,60,49,69.0,71.5,72.1,71.6,81.67,71.21,Medium
S1684,19,Female,High,West,51,8,35.88649115741164,74.0,5,2,0.34,112.0,24,9,Afternoon,7,60,59,98.6,88.8,97.5,98.8,98.33,96.37,High
S0104,20,Male,Medium,East,9,4,40.875861817835194,38.0,3,1,0.32,306.0,26,15,Afternoon,7,60,33,43.4,59.3,35.2,47.8,55.0,45.44,Low
S1446,19,Female,Medium,East,53,2,30.243121307833558,75.0,3,2,0.4,162.0,19,6,Evening,13,60,59,92.7,82.4,95.4,96.5,98.33,92.59,High
S1444,17,Female,Medium,East,57,4,,,2,4,0.36,,26,12,Evening,12,60,56,91.1,,97.1,98.1,93.33,96.58,High
S0587,22,Male,Medium,East,17,7,24.782013600380527,79.0,2,2,0.5,113.0,24,11,Night,1,60,43,51.6,59.4,58.9,54.2,71.67,56.13,Low
S1769,17,Male,Medium,North,49,1,52.40429017248891,95.0,4,4,0.92,213.0,24,13,Night,2,60,55,97.5,96.5,91.5,86.2,91.67,92.11,High
S1144,18,Female,Medium,West,39,5,48.279703904722325,55.0,2,3,0.98,261.0,16,12,Evening,3,60,50,77.8,65.7,74.3,68.9,83.33,71.66,Medium
S0054,20,Male,High,East,9,5,50.212799050138145,67.0,3,3,0.94,124.0,21,6,Afternoon,14,60,37,48.0,41.0,57.5,52.1,61.67,50.68,Low
S0152,19,Female,Medium,South,10,8,41.896922946150966,61.0,3,4,0.8,199.0,15,7,Morning,12,60,44,56.9,42.5,35.7,51.4,73.33,46.01,Low
S0404,17,Female,Medium,West,17,6,59.205042872710635,54.0,1,2,0.68,127.0,16,10,Afternoon,6,60,34,53.9,36.0,55.2,58.0,56.67,51.94,High
S1943,23,Male,Low,North,46,5,34.31159687159174,28.0,3,2,0.89,112.0,25,7,Morning,13,60,55,97.6,95.2,96.0,87.9,91.67,93.73,High
S0208,20,Male,High,West,18,5,55.0163182520856,76.0,3,2,0.94,69.0,26,13,Evening,2,60,36,49.6,48.3,34.2,41.0,60.0,42.14,Low
S1895,24,Female,Low,North,49,8,49.70089028146509,79.0,1,1,0.52,149.0,28,8,Afternoon,7,60,56,86.4,98.4,86.0,93.2,93.33,90.72,High
S1123,19,Male,Low,East,38,8,62.47237328509891,23.0,3,1,0.47,236.0,21,11,Morning,14,60,53,74.7,70.5,66.5,65.6,88.33,68.67,Medium
S1891,21,Female,Medium,West,53,1,42.78348515625647,92.0,2,4,0.71,155.0,14,12,Evening,4,60,57,94.7,98.6,88.4,87.3,95.0,91.37,High
S0009,23,Female,Medium,West,8,2,39.28253958043938,24.0,5,1,0.44,93.0,25,10,Night,2,60,40,51.3,44.7,37.3,54.3,66.67,46.68,Low
S1015,17,Male,Low,West,33,2,50.52008310315779,45.0,4,1,0.57,179.0,25,7,Night,3,60,48,67.5,67.9,74.6,73.4,80.0,71.48,Low
S1907,24,Male,Low,West,51,3,30.044928893595017,53.0,3,1,0.39,135.0,19,10,Afternoon,14,60,58,93.3,86.7,99.1,88.7,96.67,92.34,High
S1061,20,Female,Low,South,28,8,47.26657359648994,54.0,3,3,0.8,134.0,22,10,Afternoon,9,60,45,74.7,66.0,71.1,67.6,75.0,69.75,Medium
S0453,22,Female,Low,South,21,1,51.188862980231534,14.0,2,1,0.58,202.0,18,11,Evening,11,60,40,52.2,34.1,37.8,50.1,66.67,43.63,Low
S0254,21,Male,Medium,West,9,4,57.302221756507876,38.0,2,3,0.65,245.0,23,8,Night,6,60,32,56.7,47.0,38.1,39.2,53.33,43.93,Low
S1328,22,Male,Medium,East,34,3,,,2,4,0.82,,14,10,Evening,4,60,51,70.5,,74.6,78.0,85.0,73.84,Medium
S0897,21,Male,High,East,36,8,43.6829974614009,97.0,6,2,0.4,221.0,25,6,Evening,8,60,49,65.7,64.0,72.1,76.7,81.67,70.58,Medium
S1734,19,Male,Medium,South,52,9,42.31822893183022,60.0,2,1,0.74,173.0,26,5,Evening,1,60,59,95.2,96.1,85.1,99.6,98.33,93.67,High
S0881,23,Male,Medium,East,35,6,41.96958179052925,14.0,1,3,0.83,135.0,29,8,Afternoon,7,60,49,67.4,68.8,69.8,68.6,81.67,68.76,Medium
S1596,21,Male,Low,North,47,6,57.80237892456942,91.0,5,1,0.35,274.0,14,7,Afternoon,9,60,58,93.6,89.2,100.0,90.4,96.67,93.68,High
S1889,18,Female,High,East,51,9,49.272651202005804,40.0,1,1,0.9,298.0,16,11,Morning,3,60,57,95.6,85.5,93.0,86.0,95.0,89.92,High
S0624,18,Male,Low,East,21,3,27.54292567140348,40.0,4,4,0.62,187.0,28,3,Night,10,60,40,41.0,51.2,58.6,56.1,66.67,52.85,Low
S0346,23,Female,High,North,6,9,16.60921340514573,77.0,3,4,0.69,229.0,23,7,Night,12,60,32,47.6,46.8,49.7,52.6,53.33,49.57,Low
S1703,24,Male,Low,South,59,8,38.56995926415181,78.0,2,1,0.44,207.0,20,14,Night,12,60,56,85.4,85.7,86.6,96.0,93.33,89.0,High
S0263,21,Male,Medium,West,15,8,50.15294321624467,16.0,4,3,0.61,210.0,14,7,Afternoon,5,60,42,51.9,42.1,39.6,40.1,70.0,42.71,Low
S1635,19,Female,High,East,46,9,42.157692318885516,53.0,4,3,0.34,216.0,24,13,Afternoon,5,60,55,87.7,91.3,91.2,95.9,91.67,91.93,High
S1322,19,Male,Medium,North,35,4,34.28040363153922,92.0,4,3,0.63,251.0,17,11,Afternoon,2,60,46,69.0,72.4,70.2,75.7,76.67,72.05,Medium
S1439,20,Male,Low,West,47,7,55.55302154935531,88.0,2,1,0.37,96.0,18,8,Evening,5,60,59,92.7,90.2,100.0,85.0,98.33,92.08,Medium
S0151,19,Male,Medium,West,12,9,35.31954241489755,87.0,3,3,0.7,152.0,13,11,Evening,4,60,34,51.7,51.0,42.1,40.2,56.67,45.23,Low
S0473,19,Male,Medium,East,10,4,45.12828643543685,97.0,2,4,0.37,264.0,17,8,Morning,13,60,40,50.0,50.9,54.9,56.2,66.67,53.51,Low
S0641,22,Male,High,West,19,7,61.99435983008709,59.0,4,2,0.62,163.0,21,8,Night,4,60,32,54.8,51.8,38.8,57.1,53.33,50.09,Low
S1983,23,Female,Medium,North,50,5,48.964264217842995,86.0,6,2,0.84,113.0,14,7,Evening,7,60,57,95.0,98.6,98.7,90.6,95.0,95.51,Low
S1883,24,Female,Medium,North,58,5,28.68540440022316,67.0,3,4,0.81,182.0,16,13,Evening,14,60,55,87.9,95.4,97.2,98.2,91.67,95.28,High
S0551,17,Female,High,East,22,2,59.53275476042545,83.0,4,1,0.57,197.0,25,7,Night,10,60,36,50.9,57.9,59.2,51.5,60.0,54.97,Low
S1780,22,Female,High,West,50,6,41.266563451964316,93.0,4,1,0.49,196.0,14,10,Evening,8,60,57,93.0,96.6,90.6,91.6,95.0,92.58,High
S0929,23,Female,Medium,East,28,6,44.55739879721423,62.0,2,2,0.37,203.0,25,6,Evening,2,60,49,65.6,69.6,77.4,68.8,81.67,70.9,Medium
S0489,17,Female,Low,South,18,8,44.907114384321844,96.0,1,2,1.0,171.0,19,7,Evening,3,60,38,51.6,32.5,46.5,53.9,63.33,46.94,Low
S1812,21,Female,Medium,East,54,9,43.13144192001852,13.0,2,1,0.69,145.0,15,8,Afternoon,3,60,58,86.0,81.6,98.4,98.7,96.67,92.65,High
S1172,17,Female,Low,South,27,7,60.58626516962815,50.0,3,2,0.76,60.0,19,7,Evening,13,60,53,67.1,68.5,69.3,75.0,88.33,70.41,Medium
S0147,19,Male,Low,South,22,2,35.29875739620356,98.0,1,4,0.7,257.0,25,6,Night,11,60,34,41.3,53.8,48.0,41.0,56.67,45.72,Low
S1705,24,Female,Medium,North,48,7,35.01969058028678,28.0,2,1,0.89,188.0,17,8,Evening,7,60,56,99.8,84.3,91.4,99.8,93.33,94.18,High
S1929,24,Female,Low,South,55,5,42.2619716526652,71.0,3,1,0.44,198.0,14,12,Afternoon,14,60,55,93.1,82.2,94.5,85.0,91.67,88.91,High
S0403,19,Female,Low,North,22,7,34.01379574822188,37.0,1,2,0.52,150.0,24,6,Afternoon,10,60,44,46.7,36.7,50.3,36.4,73.33,42.69,Low
S0955,23,Female,Low,West,37,7,53.9347289442599,42.0,1,1,0.5,103.0,22,12,Afternoon,7,60,52,70.1,71.7,78.1,70.6,86.67,72.97,High
S1878,21,Female,Medium,South,58,6,49.15791730905417,79.0,4,1,0.6,192.0,17,9,Night,2,60,59,85.0,83.0,92.8,98.3,98.33,90.93,High
S0660,18,Male,Medium,North,6,7,29.17823236653873,85.0,3,3,0.8,220.0,18,8,Morning,8,60,32,50.6,49.7,54.0,48.6,53.33,50.84,Low
S1373,17,Female,Medium,East,32,6,24.203029648539932,11.0,1,4,0.31,236.0,20,9,Evening,10,60,48,76.0,69.7,75.4,66.1,80.0,71.59,Medium
S0464,17,Male,Medium,North,16,3,,,2,3,0.55,,31,13,Night,3,60,36,54.7,,48.3,53.9,60.0,51.0,Low
S1350,18,Male,Low,South,41,3,52.67224627453289,62.0,3,2,0.74,100.0,15,13,Night,8,60,46,69.5,72.6,65.1,78.4,76.67,71.47,Medium
S0187,18,Female,Medium,North,18,5,37.60628592540964,70.0,2,2,0.53,140.0,18,8,Morning,14,60,36,55.4,45.2,36.4,50.0,60.0,46.04,Low
S1148,17,Female,Medium,East,29,9,45.76102416468587,57.0,0,4,0.46,305.0,23,14,Night,6,60,48,73.5,74.9,72.1,78.2,80.0,74.77,Medium
S1225,22,Male,Low,North,41,1,49.50411959929467,61.0,2,3,0.57,98.0,20,9,Night,6,60,47,77.4,62.7,75.7,65.8,78.33,70.47,Medium
S0609,20,Male,Medium,North,19,1,34.44910631823305,91.0,2,3,0.53,192.0,20,10,Afternoon,8,60,43,43.5,30.1,44.8,58.6,71.67,45.74,Low
S0144,24,Male,High,South,5,6,39.71702953337021,67.0,4,2,0.77,136.0,18,10,Morning,6,60,42,53.1,57.6,51.9,47.2,70.0,51.87,Low
S0752,21,Male,Medium,East,173,2,50.001430331138835,39.0,4,4,0.9,182.0,26,14,Morning,2,60,41,49.5,39.1,41.1,51.5,68.33,45.5,Medium
S1535,23,Female,Low,West,48,5,26.991511628855392,52.0,6,2,0.56,157.0,28,10,Afternoon,4,60,55,94.1,87.0,91.1,92.6,91.67,91.33,High
S0982,19,Female,Low,West,28,2,50.38034839154462,93.0,2,2,0.8,98.0,16,8,Afternoon,9,60,48,77.5,70.3,67.4,74.3,80.0,72.07,Medium
S0198,20,Female,Low,North,20,4,50.3629090951719,53.0,3,1,0.95,181.0,15,5,Afternoon,14,60,31,42.9,55.7,43.1,47.5,51.67,46.9,Low
S1634,23,Male,Low,North,56,7,48.69537516722787,46.0,3,1,0.82,149.0,22,14,Evening,11,60,59,98.5,94.4,92.8,89.5,98.33,93.27,High
S0884,17,Male,High,East,43,5,48.545902786046824,97.0,3,1,0.65,60.0,20,9,Morning,7,60,54,79.2,74.8,78.3,75.5,90.0,76.94,Medium
S0280,18,Male,High,South,19,4,26.103507079038472,35.0,3,1,0.88,175.0,15,8,Morning,6,60,31,51.9,33.9,41.7,40.5,51.67,41.82,Low
S0294,18,Male,Medium,South,12,3,61.406145634882876,97.0,1,1,0.52,177.0,15,15,Evening,6,60,34,51.1,36.8,38.4,41.2,56.67,41.46,Low
S1824,20,Male,High,East,50,3,64.34699035643612,37.0,4,1,0.87,79.0,21,8,Night,4,60,59,94.0,80.4,86.8,95.5,98.33,89.57,High
S0401,24,Male,Medium,North,13,7,56.39555536025469,79.0,3,1,0.85,219.0,13,14,Night,3,60,36,54.0,40.2,53.7,50.7,60.0,50.16,Low
S0123,18,Male,High,East,8,8,35.06137325165147,38.0,1,4,0.77,144.0,22,5,Night,2,60,43,44.1,58.7,35.6,56.9,71.67,48.31,Low
S1208,17,Female,High,North,34,5,34.140472664214656,90.0,2,2,0.83,114.0,21,12,Morning,8,60,51,65.8,69.5,66.1,68.1,85.0,67.32,Medium
S0203,23,Male,High,West,10,4,51.928575842374364,43.0,3,2,0.47,256.0,18,5,Evening,11,60,40,42.3,30.0,52.3,45.3,66.67,43.74,Low
S1463,17,Female,Medium,West,55,9,51.53846595310323,70.0,1,2,0.41,209.0,18,10,Afternoon,1,60,58,87.0,90.0,97.7,95.4,96.67,93.33,High
S0836,17,Male,Low,East,36,6,35.62955314808237,22.0,3,1,0.5,110.0,28,11,Afternoon,1,60,54,78.4,74.8,70.8,75.6,90.0,74.56,Medium
S0247,17,Male,Low,East,20,4,45.60085994615164,49.0,3,3,0.33,106.0,17,8,Night,9,60,36,43.2,59.0,30.7,47.3,60.0,43.84,Low
S1440,19,Female,High,East,53,3,58.557594940496045,49.0,5,3,0.47,97.0,19,14,Morning,7,60,57,96.4,91.9,97.2,92.1,95.0,94.45,High
S1754,24,Female,Low,North,49,9,39.5913369318469,61.0,2,4,0.65,192.0,19,14,Night,2,60,59,97.8,99.1,96.6,88.8,98.33,95.0,High
S1902,19,Female,High,South,53,5,48.236608443901,55.0,1,1,0.68,275.0,21,12,Morning,14,60,56,94.2,96.7,93.5,88.8,93.33,92.87,High
S1708,24,Female,Medium,West,59,8,48.10242217321378,57.0,2,1,0.71,143.0,15,12,Evening,3,60,56,95.2,87.7,94.4,96.1,93.33,93.73,High
S1881,18,Male,High,West,50,2,63.85029612005801,21.0,2,3,0.64,263.0,24,8,Morning,7,60,55,88.8,93.1,89.4,96.9,91.67,92.27,High
S1154,18,Female,Low,East,199,2,40.872559057784514,31.0,5,3,0.91,156.0,33,4,Night,14,60,45,66.6,71.4,76.4,73.4,75.0,72.54,Medium
S1662,22,Male,High,North,58,7,55.34872265986063,56.0,2,1,0.57,201.0,14,5,Morning,10,60,59,93.3,97.1,97.1,89.4,98.33,94.03,High
S1427,23,Female,Low,North,53,5,46.884488436093335,58.0,5,4,0.7,181.0,21,6,Night,11,60,56,87.6,84.5,99.3,90.7,93.33,91.42,Medium
S0385,21,Female,Low,North,8,4,29.624152035508246,76.0,2,3,0.46,291.0,16,7,Morning,14,60,34,51.9,32.6,40.4,59.1,56.67,46.75,Low
S1759,22,Male,Medium,West,49,1,37.255316638644395,61.0,2,1,0.91,168.0,18,16,Evening,12,60,55,87.6,84.8,86.2,86.2,91.67,86.2,High
S0855,21,Female,Medium,East,25,1,49.574007427917444,19.0,3,1,0.45,175.0,22,7,Morning,9,60,48,75.9,63.6,78.4,80.0,80.0,75.42,Medium
S1590,21,Male,Low,North,55,7,34.14406714082057,39.0,9,4,0.82,238.0,17,7,Morning,14,60,57,99.4,98.3,92.3,92.9,95.0,95.1,High
S0220,23,Male,Low,East,20,6,,,4,2,0.76,,16,11,Night,13,60,33,54.4,,57.4,39.1,55.0,46.39,Low
S0642,22,Female,Low,East,14,3,40.98204973058366,47.0,2,4,0.48,177.0,17,10,Night,3,60,44,56.6,52.2,47.5,42.0,73.33,48.61,Low
S0002,20,Female,Low,North,24,9,43.482855664227706,89.0,2,1,0.72,181.0,13,7,Morning,12,60,30,44.5,55.6,53.4,40.5,50.0,48.19,Low
S0113,24,Male,Medium,North,14,3,31.114574461687887,90.0,1,4,1.0,278.0,17,7,Night,3,60,36,54.1,42.2,51.7,46.4,60.0,48.69,Low
S0699,18,Male,Medium,East,21,8,38.13720864244915,21.0,2,2,0.61,95.0,25,7,Morning,6,60,43,56.3,46.3,58.8,50.4,71.67,53.28,Low
S1916,18,Male,High,East,51,6,55.250873085736636,84.0,4,4,0.57,138.0,20,10,Evening,13,60,57,85.3,94.9,95.1,98.4,95.0,94.09,High
S0952,19,Male,Medium,East,33,9,30.261591031902842,68.0,1,2,0.53,101.0,15,12,Morning,3,60,54,77.9,71.1,72.3,79.5,90.0,75.34,Medium
S1649,21,Female,Medium,East,50,7,46.548564458743364,22.0,3,1,0.55,151.0,19,13,Morning,6,60,58,94.9,83.3,96.5,97.7,96.67,93.9,High
S1637,22,Male,Low,North,56,2,28.309298058065,27.0,2,3,0.48,135.0,27,12,Morning,1,60,58,97.0,92.8,96.7,93.6,96.67,95.05,High
S1886,24,Female,Low,East,59,4,43.685248230455,59.0,3,4,0.58,283.0,20,7,Morning,6,60,56,96.4,93.6,99.2,88.8,93.33,94.4,High
S1411,24,Female,Low,North,55,8,,,4,3,0.58,,13,13,Afternoon,10,60,59,87.4,,85.2,86.2,98.33,86.64,High
S1410,18,Male,Low,North,57,7,32.635909366900314,75.0,2,1,0.64,150.0,24,9,Evening,9,60,55,91.7,80.7,88.8,94.0,91.67,89.32,High
S1534,21,Male,Medium,South,58,9,37.421741008720595,38.0,0,2,0.39,227.0,23,15,Night,8,60,59,86.6,94.1,97.8,94.1,98.33,93.71,High
S1292,18,Female,Medium,West,27,9,45.41589067558434,65.0,2,3,0.58,117.0,18,10,Night,8,60,51,72.7,72.1,65.8,72.4,85.0,70.42,Medium
